Date,Time,t_s1,h_s1,t_s2,h_s2,wt_s1,wt_s2,wt_s3,ph_val,fan_state
2024/11/4,1:13:9,24.1,66.0,23.9,68.0,24.0,24.0,24.0,6.0,1
2024/11/4,1:19:9,24.1,66.0,23.9,68.0,23.5,24.0,24.0,5.91,1
2024/11/4,1:25:9,24.1,66.0,23.9,68.0,23.5,24.0,24.0,6.04,1
2024/11/4,1:31:9,24.0,66.0,23.8,68.0,24.0,24.0,24.0,5.94,1
2024/11/4,1:37:9,24.0,65.0,23.8,68.0,23.5,24.0,24.0,6.0,1
2024/11/4,1:43:9,24.0,65.0,23.8,68.0,23.5,24.0,24.0,6.03,1
2024/11/4,1:49:9,24.0,65.0,23.8,68.0,23.5,24.0,24.0,5.95,1
2024/11/4,1:55:9,23.9,65.0,23.8,67.0,23.5,24.0,23.5,5.91,1
2024/11/4,2:1:9,23.9,65.0,23.8,68.0,23.5,24.0,23.5,6.03,1
2024/11/4,2:7:9,23.9,65.0,23.8,67.0,23.5,24.0,23.5,5.92,1
2024/11/4,2:13:9,23.9,65.0,23.7,67.0,23.5,24.0,23.5,6.04,1
2024/11/4,2:19:9,23.9,65.0,23.7,67.0,23.5,24.0,23.5,6.05,1
2024/11/4,2:25:30,23.9,65.0,23.7,67.0,23.5,24.0,23.5,5.92,1
2024/11/4,2:31:30,23.8,65.0,23.7,67.0,23.5,24.0,23.5,5.99,1
2024/11/4,2:37:30,23.8,65.0,23.7,67.0,23.5,24.0,23.5,6.05,1
2024/11/4,2:43:30,23.8,65.0,23.7,67.0,23.5,24.0,23.5,6.0,1
2024/11/4,2:49:30,23.8,65.0,23.6,67.0,23.5,24.0,23.5,5.99,1
2024/11/4,2:55:30,23.8,64.0,23.6,66.0,23.5,24.0,23.5,6.04,1
2024/11/4,3:1:42,23.8,65.0,23.6,66.0,23.5,24.0,23.5,6.04,1
2024/11/4,3:7:42,23.7,64.0,23.6,66.0,23.5,24.0,23.5,5.97,1
2024/11/4,3:13:42,23.7,64.0,23.6,66.0,23.5,24.0,23.5,5.93,1
2024/11/4,3:19:42,23.7,64.0,23.6,66.0,23.5,24.0,23.5,6.03,1
2024/11/4,3:25:42,23.7,64.0,23.6,66.0,23.5,24.0,23.5,5.93,1
2024/11/4,3:31:42,23.7,64.0,23.5,66.0,23.5,24.0,23.5,5.93,1
2024/11/4,3:37:42,23.6,64.0,23.5,66.0,23.5,23.5,23.5,6.06,1
2024/11/4,3:43:42,23.6,64.0,23.5,66.0,23.5,23.5,23.5,5.95,1
2024/11/4,3:49:42,23.6,64.0,23.5,66.0,23.5,23.5,23.5,6.07,1
2024/11/4,3:56:2,23.7,64.0,23.6,66.0,23.5,23.5,23.5,5.95,1
2024/11/4,4:2:2,23.6,65.0,23.5,67.0,23.5,23.5,23.5,5.93,1
2024/11/4,4:8:2,23.6,65.0,23.5,67.0,23.5,23.5,23.5,5.98,1
2024/11/4,4:14:2,23.6,65.0,23.5,67.0,23.5,23.5,23.5,5.97,1
2024/11/4,4:20:2,23.6,65.0,23.5,67.0,23.5,23.5,23.5,5.95,1
2024/11/4,4:26:2,23.6,65.0,23.5,67.0,23.5,23.5,23.5,6.0,1
2024/11/4,4:32:2,23.6,65.0,23.5,67.0,23.5,23.5,23.5,6.02,1
2024/11/4,4:38:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,6.04,1
2024/11/4,4:44:2,23.6,65.0,23.5,67.0,23.5,23.5,23.5,6.07,1
2024/11/4,4:50:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,5.94,1
2024/11/4,4:56:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,6.06,1
2024/11/4,5:2:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,5.94,1
2024/11/4,5:8:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,5.95,1
2024/11/4,5:14:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,6.01,1
2024/11/4,5:20:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,6.05,1
2024/11/4,5:25:2,23.5,65.0,23.4,68.0,23.5,23.5,23.0,6.05,0
2024/11/4,5:31:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,5.95,1
2024/11/4,5:37:2,23.6,66.0,23.5,68.0,23.5,23.5,23.5,6.06,1
2024/11/4,5:43:2,23.5,66.0,23.5,68.0,23.5,23.5,23.5,5.96,1
2024/11/4,5:51:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,6.04,1
2024/11/4,5:57:2,23.6,66.0,23.4,68.0,23.5,23.5,23.5,6.04,1
2024/11/4,6:3:2,23.6,65.0,23.4,68.0,23.5,23.5,23.5,6.06,1
2024/11/4,6:9:2,23.6,65.0,23.5,68.0,23.5,23.5,23.5,5.96,1
2024/11/4,6:15:2,23.7,65.0,23.5,67.0,23.5,23.5,23.5,6.05,1
2024/11/4,6:21:2,23.6,64.0,23.4,67.0,23.5,23.5,23.5,6.05,1
2024/11/4,6:27:2,23.5,64.0,23.4,66.0,23.5,23.5,23.5,5.96,0
2024/11/4,6:32:2,23.6,64.0,23.4,66.0,23.5,23.5,23.5,6.06,1
2024/11/4,6:38:2,23.6,64.0,23.4,67.0,23.5,23.5,23.5,5.97,1
2024/11/4,6:43:2,23.5,64.0,23.4,67.0,23.5,23.5,23.5,5.98,0
2024/11/4,6:49:2,23.6,64.0,23.4,67.0,23.5,23.5,23.0,5.98,1
2024/11/4,6:57:2,23.6,64.0,23.4,66.0,23.5,23.5,23.0,6.07,1
2024/11/4,7:0:2,23.6,64.0,23.4,67.0,23.5,23.5,23.0,5.96,1
2024/11/4,7:5:2,23.5,64.0,23.3,67.0,23.5,23.5,23.0,6.01,0
2024/11/4,7:13:2,23.6,64.0,23.4,67.0,23.5,23.5,23.5,6.08,1
2024/11/4,7:21:2,23.5,64.0,23.4,67.0,23.5,23.5,23.5,5.95,0
2024/11/4,7:27:2,23.6,64.0,23.4,67.0,23.5,23.5,23.0,5.99,1
2024/11/4,7:32:2,23.5,64.0,23.4,67.0,23.5,23.5,23.0,5.96,0
2024/11/4,7:37:2,23.6,64.0,23.4,66.0,23.5,23.5,23.0,6.02,0
2024/11/4,7:43:2,23.6,64.0,23.4,67.0,23.5,23.5,23.0,6.05,1
2024/11/4,7:49:2,23.5,64.0,23.4,67.0,23.5,23.5,23.0,6.04,0
2024/11/4,7:57:2,23.6,65.0,23.4,68.0,23.5,23.5,23.0,5.96,1
2024/11/4,8:3:2,23.6,65.0,23.4,68.0,23.5,23.5,23.0,5.96,1
2024/11/4,8:9:2,23.6,64.0,23.4,67.0,23.5,23.5,23.0,6.06,1
2024/11/4,8:12:2,23.5,64.0,23.5,67.0,23.5,23.5,23.0,5.97,1
2024/11/4,8:18:15,23.6,64.0,23.5,67.0,23.5,23.5,23.0,6.08,1
2024/11/4,8:26:15,23.6,64.0,23.5,66.0,23.5,23.5,23.0,5.98,1
2024/11/4,8:32:15,23.6,64.0,23.4,67.0,23.5,23.5,23.0,6.02,1
2024/11/4,8:35:15,23.6,64.0,23.4,67.0,23.5,23.5,23.0,6.07,1
2024/11/4,8:43:15,23.6,64.0,23.5,67.0,23.5,23.5,23.0,6.08,1
2024/11/4,8:49:15,23.6,64.0,23.5,67.0,23.5,23.5,23.0,6.08,1
2024/11/4,8:56:23,23.6,64.0,23.5,67.0,23.5,23.5,23.0,6.03,1
2024/11/4,9:2:23,23.6,64.0,23.5,67.0,23.5,23.5,23.0,5.98,1
2024/11/4,9:8:23,23.6,65.0,23.5,67.0,23.5,23.5,23.0,6.03,1
2024/11/4,9:14:23,23.6,65.0,23.5,68.0,23.5,23.5,23.0,6.06,1
2024/11/4,9:20:23,23.7,66.0,23.6,68.0,23.5,23.5,23.0,5.98,1
2024/11/4,9:26:23,23.7,66.0,23.6,68.0,23.5,23.5,23.0,6.05,1
2024/11/4,9:32:23,23.8,66.0,23.7,69.0,23.5,23.5,23.0,5.97,1
2024/11/4,9:38:23,23.8,66.0,23.8,69.0,23.5,23.5,23.0,6.1,1
2024/11/4,9:44:23,23.9,66.0,23.8,69.0,23.5,23.5,23.0,6.08,1
2024/11/4,9:50:23,23.9,67.0,23.8,69.0,23.5,23.5,23.0,6.02,1
2024/11/4,9:56:23,23.9,67.0,23.8,69.0,23.5,23.5,23.0,5.99,1
2024/11/4,10:2:23,24.0,67.0,23.9,70.0,23.5,23.5,23.5,6.08,1
2024/11/4,10:8:23,24.0,67.0,23.9,70.0,23.5,23.5,23.0,6.1,1
2024/11/4,10:14:23,24.1,67.0,23.9,69.0,23.5,23.5,23.0,6.0,1
2024/11/4,10:20:44,24.1,67.0,23.9,70.0,23.5,23.5,23.5,5.98,1
2024/11/4,10:26:43,24.1,68.0,23.9,70.0,23.5,23.5,23.5,5.98,1
2024/11/4,10:32:43,24.1,68.0,24.0,70.0,23.5,23.5,23.5,5.99,1
2024/11/4,10:38:43,24.1,67.0,24.0,70.0,23.5,23.5,23.5,6.09,1
2024/11/4,10:44:43,24.2,68.0,24.0,70.0,23.5,23.5,23.5,6.05,1
2024/11/4,10:50:43,24.2,68.0,24.0,71.0,23.5,23.5,23.5,6.09,1
2024/11/4,10:56:43,24.3,68.0,24.1,71.0,23.5,23.5,23.5,6.05,1
2024/11/4,11:2:43,24.3,68.0,24.2,71.0,23.5,23.5,23.5,6.03,1
2024/11/4,11:8:43,24.4,68.0,24.2,71.0,23.5,23.5,23.5,5.98,1
2024/11/4,11:14:43,24.4,68.0,24.2,71.0,24.0,23.5,23.5,6.02,1
2024/11/4,11:26:43,24.5,68.0,24.3,71.0,24.0,23.5,23.5,5.99,1
2024/11/4,11:32:43,24.5,68.0,24.3,71.0,24.0,23.5,23.5,6.08,1
2024/11/4,11:38:43,24.5,68.0,24.3,71.0,24.0,23.5,23.5,5.99,1
2024/11/4,11:44:43,24.5,68.0,24.3,71.0,24.0,23.5,23.5,5.99,1
2024/11/4,11:50:43,24.5,68.0,24.3,72.0,24.0,24.0,23.5,6.02,1
2024/11/4,11:56:43,24.5,69.0,24.3,72.0,24.0,24.0,23.5,6.01,1
2024/11/4,12:2:43,24.4,69.0,24.3,71.0,24.0,24.0,23.5,6.1,1
2024/11/4,12:8:43,24.4,69.0,24.2,71.0,24.0,24.0,23.5,6.09,1
2024/11/4,12:14:43,24.4,68.0,24.2,71.0,24.0,24.0,23.5,5.98,1
2024/11/4,12:20:43,24.4,68.0,24.2,71.0,24.0,24.0,23.5,5.99,1
2024/11/4,12:26:43,24.4,68.0,24.2,71.0,24.0,24.0,23.5,6.09,1
2024/11/4,12:32:43,24.4,69.0,24.3,71.0,24.0,24.0,23.5,6.05,1
2024/11/4,12:38:43,24.5,68.0,24.3,71.0,24.0,24.0,23.5,6.01,1
2024/11/4,12:44:43,24.5,68.0,24.3,71.0,24.0,24.0,23.5,6.01,1
2024/11/4,12:50:43,24.5,68.0,24.3,71.0,24.0,24.0,23.5,6.04,1
