Date,Time,t_s1,h_s1,t_s2,h_s2,wt_s1,wt_s2,wt_s3,ph_val,fan_state
2024/10/24,1:24:3,23.4,67.0,23.1,70.0,23.5,23.0,23.0,9.24,0
2024/10/24,1:29:3,23.3,66.0,23.0,69.0,23.0,23.0,23.0,9.25,0
2024/10/24,1:39:3,23.3,66.0,23.1,70.0,23.5,23.0,23.0,9.28,0
2024/10/24,1:44:3,23.3,67.0,23.1,70.0,23.5,23.0,23.0,9.28,0
2024/10/24,1:49:3,23.3,67.0,23.1,69.0,23.5,23.0,23.0,9.29,0
2024/10/24,1:54:3,23.3,66.0,22.9,70.0,23.0,23.0,23.0,9.28,0
2024/10/24,1:59:3,23.3,66.0,23.0,69.0,23.5,23.0,23.0,9.27,0
2024/10/24,2:9:3,23.2,67.0,23.0,70.0,23.5,23.0,23.0,9.28,0
2024/10/24,2:14:3,23.1,67.0,23.0,70.0,23.5,23.0,23.0,9.28,0
2024/10/24,2:19:3,23.1,67.0,22.9,70.0,23.0,23.0,23.0,9.29,0
2024/10/24,2:24:3,23.1,66.0,22.9,69.0,23.0,23.0,23.0,9.28,0
2024/10/24,2:29:3,23.2,66.0,22.9,69.0,23.5,23.0,23.0,9.29,0
2024/10/24,2:39:3,23.2,67.0,22.9,70.0,23.0,23.0,23.0,9.3,0
2024/10/24,2:44:3,23.1,67.0,22.9,69.0,23.0,23.0,23.0,9.29,0
2024/10/24,2:49:3,23.3,67.0,22.8,70.0,23.0,23.0,23.0,9.32,0
2024/10/24,2:54:3,23.1,66.0,22.9,70.0,23.0,23.0,23.0,9.31,0
2024/10/24,2:59:3,23.1,66.0,22.9,71.0,23.0,23.0,23.0,9.33,0
2024/10/24,3:9:3,23.1,67.0,22.9,70.0,23.0,23.0,23.0,9.3,0
2024/10/24,3:14:3,23.1,66.0,22.9,69.0,23.0,23.0,23.0,9.31,0
2024/10/24,3:19:3,23.0,66.0,22.9,69.0,23.0,23.0,23.0,9.31,0
2024/10/24,3:24:3,23.1,67.0,22.7,71.0,23.0,23.0,23.0,9.31,0
2024/10/24,3:29:3,23.0,67.0,22.8,71.0,23.0,23.0,22.5,9.31,0
2024/10/24,3:39:3,22.9,67.0,22.8,71.0,23.0,23.0,23.0,9.31,0
2024/10/24,3:44:3,23.1,67.0,22.7,70.0,23.0,23.0,23.0,9.32,0
2024/10/24,3:49:3,23.0,67.0,22.6,70.0,23.0,23.0,23.0,9.31,0
2024/10/24,3:54:3,23.0,67.0,22.7,71.0,23.0,23.0,22.5,9.34,0
2024/10/24,3:59:3,23.0,67.0,22.7,70.0,23.0,23.0,23.0,9.34,0
2024/10/24,4:9:3,23.0,67.0,22.7,71.0,23.0,23.0,22.5,9.34,0
2024/10/24,4:14:3,22.9,67.0,22.7,70.0,23.0,23.0,22.5,9.32,0
2024/10/24,4:19:3,22.9,67.0,22.7,70.0,23.0,23.0,22.5,9.32,0
2024/10/24,4:24:3,22.9,67.0,22.7,71.0,23.0,23.0,22.5,9.33,0
2024/10/24,4:29:3,22.9,67.0,22.7,71.0,23.0,23.0,22.5,9.33,0
2024/10/24,4:39:3,22.9,67.0,22.6,70.0,23.0,23.0,22.5,9.33,0
2024/10/24,4:44:3,22.8,67.0,22.6,70.0,23.0,23.0,22.5,9.32,0
2024/10/24,4:49:4,22.9,67.0,22.5,71.0,23.0,23.0,22.5,9.33,0
2024/10/24,4:54:4,22.8,67.0,22.6,70.0,23.0,23.0,22.5,9.33,0
2024/10/24,4:59:4,22.8,67.0,22.6,71.0,23.0,23.0,22.5,9.35,0
2024/10/24,5:9:4,22.9,67.0,22.6,71.0,23.0,23.0,22.5,9.35,0
2024/10/24,5:14:4,22.8,67.0,22.6,70.0,23.0,23.0,22.5,9.34,0
2024/10/24,5:19:4,22.8,67.0,22.6,70.0,23.0,23.0,22.5,9.33,0
2024/10/24,5:24:4,22.7,67.0,22.6,70.0,23.0,23.0,22.5,9.33,0
2024/10/24,5:29:4,22.8,67.0,22.5,70.0,23.0,23.0,22.5,9.33,0
2024/10/24,5:39:4,22.8,67.0,22.4,70.0,23.0,23.0,22.5,9.32,0
2024/10/24,5:44:4,22.9,66.0,22.6,68.0,23.0,23.0,22.5,9.31,0
